答题序号,来源,Q1_1、您的年龄为,Q2_您的性别,Q3_您的学历为：,Q4_您的月收入为：,Q5_您所在的地区为：,Q6_您的职业为：,Q7_您消费过以下哪类虚拟偶像：,Q8_您选择消费虚拟偶像的目的是：,Q9_您最近一年是否消费过虚拟偶像？（如漫画周边、演唱会等）,Q10_您能够接受的虚拟偶像相关产品的价格范围是：,Q11_您为以下哪种方面付费过？,Q12_您更倾向于消费哪一类虚拟偶像相关产品：,Q13_下列因素影响了您对虚拟偶像的付费程度,Q14_您觉得虚拟偶像是否能满足您的需求：,Q15_您是否有消费虚拟偶像的需求：,Q16_假如您打算消费虚拟偶像的话，您会从哪个方面进行选择：,Q17_倘若您愿意进行虚拟偶像的付费，您能够接受的虚拟偶像相关产品的价格范围是：,Q18_您更倾向于在消费哪一类虚拟偶像相关产品：,Q19_您认为现下虚拟偶像的发展处于哪个阶段？,Q20_您身边的亲戚、朋友、同事等人是否知道或者消费虚拟偶像？,Q21_假如虚拟偶像发展成熟，满足了您的需求，您是否愿意使用虚拟偶像来代替流量明星？,Q22_您认为虚拟偶像 未来的发展前景是：,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
35,E_307_613f482e33f0c40da8516bbc_4YDNxETM,30-45 岁,男,博士研究生及以上,2000-4999 元,华南地区(包括广东、广西、海南、澳门、香港),企业管理人员,洛天依,精神寄托,花过，200至 500 元,每月 50 元以下,代言品牌,代言品牌,虚拟偶像种类:56.0|相关产品的丰富度:44.0|付费价格:0.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 16:21:27,2022-02-04 16:24:00,02分33秒,湖北省,荆州市,211.91.139.90,Chrome 74.0.3729.136,Android Linux 9
36,E_307_61e5dceb1b2425f18670d5bb_4YDNxETM,30-45 岁,男,本科,15001-20000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 到 200 元,漫画等周边|线上/线下 演唱会,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:21:05,2022-02-04 16:24:02,02分57秒,,,39.144.161.62,Chrome 83.0.4103.106,Android Linux 11
37,E_307_5d6afbf1c4613107dba57fb9_4YDNxETM,19-29 岁,男,大专,10000-15000 元,华中地区(包括湖北、湖南、河南),政府/事业单位人员,洛天依,不会塌房，追星更加稳定|精神寄托,花过，200至 500 元,每月 50 到 200 元,漫画等周边,直播打赏|代言品牌|线上/线下 演唱会,虚拟偶像种类:19.0|相关产品的丰富度:24.0|付费价格:32.0|其他:25.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:21:35,2022-02-04 16:24:04,02分29秒,吉林省,吉林市,111.25.77.201,Chrome 88.0.4324.93,Android Linux 10
38,E_307_61f0be001b2425ff3e9f47e5_4YDNxETM,19-29 岁,女,本科,暂无收入,华南地区(包括广东、广西、海南、澳门、香港),学生,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 到 200 元,代言品牌|漫画等周边|线上/线下 演唱会,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 16:21:41,2022-02-04 16:24:10,02分29秒,广西壮族自治区,柳州市,117.136.14.225,Chrome 88.0.4324.93,Android Linux 10
39,E_307_603f409233f0c4e71f48da44_4YDNxETM,19-29 岁,男,本科,2000 元以下,华南地区(包括广东、广西、海南、澳门、香港),学生,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,不愿付费（跳转 14 题）,代言品牌,创立阶段，虚拟偶像种类不多，相关的产品也不多,不太清楚,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 16:21:38,2022-02-04 16:24:11,02分33秒,广西壮族自治区,,117.183.86.131,Chrome 80.0.3987.99,Android Linux 10
40,E_307_611bc2cc33f0c47c873325b7_4YDNxETM,19-29 岁,女,本科,2000-4999 元,华北地区(包括北京、天津、河北、山西、内蒙古),学生,初音未来|洛天依,娱乐消费，能够带来快乐|其他:兴趣爱好,花过，200 元以下,每月 50 元以下,代言品牌|漫画等周边|游戏,代言品牌,虚拟偶像种类:20.0|相关产品的丰富度:30.0|付费价格:50.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:21:08,2022-02-04 16:24:12,03分04秒,河北省,保定市,27.186.177.246,Chrome 92.0.4515.131,Android Linux 11
41,E_307_61ebd5e81b2425ff3e9aa32a_4YDNxETM,19-29 岁,女,本科,暂无收入,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),学生,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,虚拟偶像的外型设计,每月 50 元以下,漫画等周边,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,不会，更喜欢追求真人明星,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:21:48,2022-02-04 16:24:19,02分31秒,,,36.161.138.231,Unknown Browser,iPhone iOS 14.3
42,E_307_5a689db6c1a87d26b1c0db95_4YDNxETM,19-29 岁,女,本科,10000-15000 元,华南地区(包括广东、广西、海南、澳门、香港),普通职员,洛天依|A-SOUL（嘉然今天吃什么）|aespa,娱乐消费，能够带来快乐|精神寄托,花过，501 元到 1000 元,每月 201 至 500 元,直播打赏|漫画等周边,直播打赏|代言品牌,虚拟偶像种类:37.0|相关产品的丰富度:28.0|付费价格:18.0|其他:17.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 16:21:01,2022-02-04 16:24:22,03分21秒,广东省,广州市,183.40.243.35,Chrome 70.0.3538.64,Android Linux 9
43,E_307_58048876c1a87d2f081b3be7_4YDNxETM,19-29 岁,女,大专,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,没有，我觉得不需要虚拟偶像,亲朋好友的推荐及评价,每月 501 到 1000 元,漫画等周边,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,没有,不会，更喜欢追求真人明星,一般，流量明星仍然是占据主流,2022-02-04 16:21:57,2022-02-04 16:24:29,02分32秒,天津市,天津市,116.130.190.7,Chrome 80.0.3987.99,Android Linux 9
44,E_307_5d4c2771c46131518a16e2fa_4YDNxETM,19-29 岁,男,本科,2000-4999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),学生,初音未来|洛天依|柳叶熙,娱乐消费，能够带来快乐|精神寄托,从未,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的外型设计,不愿付费（跳转 14 题）,代言品牌|漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,不会，更喜欢追求真人明星,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:21:42,2022-02-04 16:24:30,02分48秒,山东省,淄博市,182.34.200.26,Firefox 96.0,Windows 7
45,E_307_601d30b01b24258f28779e1d_4YDNxETM,30-45 岁,女,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,有，我需要虚拟偶像。,虚拟偶像产品的质量和丰富度,每月 50 元以下,漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,没有,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:21:58,2022-02-04 16:24:30,02分32秒,,,223.104.113.135,Chrome 90.0.4430.210,Android Linux 11
46,E_307_61cda3bb1b2425214e8b0266_4YDNxETM,30-45 岁,男,本科,5000-9999 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通职员,柳叶熙,精神寄托,花过，200 元以下,每月 201 至 500 元,漫画等周边,漫画等周边,虚拟偶像种类:20.0|相关产品的丰富度:19.0|付费价格:42.0|其他:19.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:22:05,2022-02-04 16:24:34,02分29秒,北京市,北京市,111.197.252.57,Chrome 87.0.4280.141,Android Linux 11
47,E_307_6006f0d833f0c4814ca248c9_4YDNxETM,19-29 岁,女,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 元以下,漫画等周边,创立阶段，虚拟偶像种类不多，相关的产品也不多,没有,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:22:03,2022-02-04 16:24:38,02分35秒,黑龙江省,哈尔滨市,113.5.13.33,Chrome 83.0.4103.101,Android Linux 10
48,E_307_600679231b2425ff4e64f1b4_4YDNxETM,30-45 岁,女,硕士研究生,5000-9999 元,西南地区（包括重庆、程度、云南、贵州、西藏）,普通职员,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 元以下,代言品牌|漫画等周边,创立阶段，虚拟偶像种类不多，相关的产品也不多,没有,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 16:22:07,2022-02-04 16:24:39,02分32秒,黑龙江省,哈尔滨市,223.104.17.198,Chrome 74.0.3729.136,Android Linux 9
49,E_307_5a68ac32c1a87d26ca242974_4YDNxETM,19-29 岁,男,本科,5000-9999 元,华中地区(包括湖北、湖南、河南),普通职员,初音未来|洛天依|A-SOUL（嘉然今天吃什么）,不会塌房，追星更加稳定|审美需要,花过，200至 500 元,每月 50 到 200 元,代言品牌|漫画等周边,代言品牌|漫画等周边,虚拟偶像种类:21.0|相关产品的丰富度:21.0|付费价格:23.0|其他:35.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,已经成为一种潮流,不会，更喜欢追求真人明星,一般，流量明星仍然是占据主流,2022-02-04 16:21:42,2022-02-04 16:24:39,02分57秒,广东省,广州市,113.115.59.116,Firefox 68.0,Android 9
50,E_307_600197581b2425de8f183ac0_4YDNxETM,19-29 岁,女,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),政府/事业单位人员,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 到 200 元,代言品牌,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,没有,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:22:01,2022-02-04 16:24:39,02分38秒,黑龙江省,大庆市,117.179.208.111,Chrome 71.0.3578.99,Android Linux 8.0.0
51,E_307_606991791b2425057332c6e7_4YDNxETM,19-29 岁,女,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 元以下,代言品牌,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,没有,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:22:07,2022-02-04 16:24:41,02分34秒,黑龙江省,哈尔滨市,113.5.7.94,Chrome 87.0.4280.101,Android Linux 10
52,E_307_612ca0411b242593de6eed18_4YDNxETM,19-29 岁,女,本科,2000 元以下,华北地区(包括北京、天津、河北、山西、内蒙古),学生,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 元以下,代言品牌|线上/线下 演唱会,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:21:27,2022-02-04 16:24:45,03分18秒,内蒙古自治区,呼和浩特市,60.31.24.212,Chrome 80.0.3987.99,Android Linux 10
53,E_307_61f8c3941b2425ff3d9f5467_4YDNxETM,19-29 岁,女,本科,5000-9999 元,华南地区(包括广东、广西、海南、澳门、香港),企业管理人员,初音未来|洛天依|A-SOUL（嘉然今天吃什么）|柳叶熙,娱乐消费，能够带来快乐|精神寄托|审美需要,花过，200至 500 元,每月 201 至 500 元,直播打赏|代言品牌|漫画等周边|游戏,代言品牌|漫画等周边,虚拟偶像种类:26.0|相关产品的丰富度:29.0|付费价格:24.0|其他:21.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:22:17,2022-02-04 16:24:46,02分29秒,广东省,揭阳市,183.9.65.91,Chrome 86.0.4240.99,Android Linux 10
54,E_307_61284cd41b242593e1719b9a_4YDNxETM,19-29 岁,女,硕士研究生,20000 元以上,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,A-SOUL（嘉然今天吃什么）,不会塌房，追星更加稳定,花过，501 元到 1000 元,每月 50 到 200 元,漫画等周边,漫画等周边,虚拟偶像种类:17.0|相关产品的丰富度:43.0|付费价格:10.0|其他:30.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:21:53,2022-02-04 16:24:47,02分54秒,江苏省,宿迁市,112.20.195.172,Chrome 88.0.4324.93,Android Linux 10
55,E_307_61c037e91b24255487137132_4YDNxETM,46 岁及以上,男,大专,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 到 200 元,漫画等周边,不太清楚,不太清楚,不会，更喜欢追求真人明星,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 16:22:18,2022-02-04 16:24:49,02分31秒,安徽省,六安市,36.56.0.149,Chrome 83.0.4103.106,Android Linux 10
56,E_307_615184021b24253e3cde8fcd_4YDNxETM,19-29 岁,男,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,初音未来|A-SOUL（嘉然今天吃什么）|柳叶熙,娱乐消费，能够带来快乐|不会塌房，追星更加稳定|精神寄托,花过，501 元到 1000 元,每月 201 至 500 元,直播打赏|漫画等周边|游戏,直播打赏|代言品牌|漫画等周边|线上/线下 演唱会,虚拟偶像种类:33.0|相关产品的丰富度:34.0|付费价格:14.0|其他:19.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:22:13,2022-02-04 16:24:50,02分37秒,山东省,临沂市,112.8.38.190,Chrome 90.0.4430.210,Android Linux 11
