答题序号,来源,Q1_1、您的年龄为,Q2_您的性别,Q3_您的学历为：,Q4_您的月收入为：,Q5_您所在的地区为：,Q6_您的职业为：,Q7_您消费过以下哪类虚拟偶像：,Q8_您选择消费虚拟偶像的目的是：,Q9_您最近一年是否消费过虚拟偶像？（如漫画周边、演唱会等）,Q10_您能够接受的虚拟偶像相关产品的价格范围是：,Q11_您为以下哪种方面付费过？,Q12_您更倾向于消费哪一类虚拟偶像相关产品：,Q13_下列因素影响了您对虚拟偶像的付费程度,Q14_您觉得虚拟偶像是否能满足您的需求：,Q15_您是否有消费虚拟偶像的需求：,Q16_假如您打算消费虚拟偶像的话，您会从哪个方面进行选择：,Q17_倘若您愿意进行虚拟偶像的付费，您能够接受的虚拟偶像相关产品的价格范围是：,Q18_您更倾向于在消费哪一类虚拟偶像相关产品：,Q19_您认为现下虚拟偶像的发展处于哪个阶段？,Q20_您身边的亲戚、朋友、同事等人是否知道或者消费虚拟偶像？,Q21_假如虚拟偶像发展成熟，满足了您的需求，您是否愿意使用虚拟偶像来代替流量明星？,Q22_您认为虚拟偶像 未来的发展前景是：,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
36,E_307_6139815f1b2425ef920c2ce8_yMDNxETM,19-29 岁,女,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),政府/事业单位人员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 到 200 元,线上/线下 演唱会|游戏,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,不会，更喜欢追求真人明星,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:36:23,2022-02-04 11:38:53,02分30秒,湖北省,武汉市,183.94.48.48,Unknown Browser,iPhone iOS 15.2.1
37,E_307_61a2ed0633f0c49871123e6f_yMDNxETM,19-29 岁,男,初中及以下,2000-4999 元,华中地区(包括湖北、湖南、河南),普通职员,洛天依|柳叶熙,娱乐消费，能够带来快乐|精神寄托|审美需要,花过，200至 500 元,每月 201 至 500 元,漫画等周边|线上/线下 演唱会|游戏,漫画等周边|线上/线下 演唱会|游戏,虚拟偶像种类:30.0|相关产品的丰富度:40.0|付费价格:20.0|其他:10.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:33:06,2022-02-04 11:38:56,05分50秒,湖北省,鄂州市,111.181.62.196,Chrome 83.0.4103.106,Android Linux 11
38,E_307_601f626d33f0c4ff79ca7712_yMDNxETM,30-45 岁,女,本科,15001-20000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),自由职业者,初音未来|A-SOUL（嘉然今天吃什么）|柳叶熙,不会塌房，追星更加稳定|精神寄托,花过，200至 500 元,每月 50 到 200 元,代言品牌|漫画等周边|线上/线下 演唱会,代言品牌|漫画等周边|线上/线下 演唱会,虚拟偶像种类:25.0|相关产品的丰富度:38.0|付费价格:29.0|其他:8.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 11:36:37,2022-02-04 11:39:05,02分28秒,,,223.104.49.102,Unknown Browser,iPhone iOS 13.4.1
39,E_307_61f7c3ce1b2425ff3ea60c1d_yMDNxETM,19-29 岁,男,本科,2000 元以下,华北地区(包括北京、天津、河北、山西、内蒙古),学生,洛天依,不会塌房，追星更加稳定,从未,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,每月 50 元以下,游戏,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:36:41,2022-02-04 11:39:11,02分30秒,,,39.144.95.153,Chrome 88.0.4324.93,Android Linux 10
40,E_307_518a6d64ffb53a74cbbe4d14_yMDNxETM,19-29 岁,男,本科,暂无收入,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),学生,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,不愿付费（跳转 14 题）,代言品牌,不太清楚,不太清楚,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 11:36:48,2022-02-04 11:39:18,02分30秒,江苏省,徐州市,117.136.19.138,Chrome 92.0.4515.131,Android Linux 11
41,E_307_592bf8a1c1a87d7c64916b5b_yMDNxETM,30-45 岁,女,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通工人,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,亲朋好友的推荐及评价,不愿付费（跳转 14 题）,漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,没有,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 11:36:48,2022-02-04 11:39:20,02分32秒,江苏省,南京市,49.90.187.169,Chrome 79.0.3945.116,Android Linux 9
42,E_307_5fec820d33f0c4efb1538e3b_yMDNxETM,30-45 岁,女,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,虚拟偶像的外型设计,不愿付费（跳转 14 题）,代言品牌,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,不太清楚,视具体情况而定，愿意同时接受两种偶像方式,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 11:36:23,2022-02-04 11:39:21,02分58秒,江苏省,南京市,114.222.170.194,ChromiumEdge 97.0.1072.76,Windows 10
43,E_307_60d1a08d33f0c43b09f64c80_yMDNxETM,30-45 岁,女,博士研究生及以上,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),政府/事业单位人员,洛天依|aespa,娱乐消费，能够带来快乐|精神寄托,花过，200至 500 元,每月 50 到 200 元,漫画等周边|线上/线下 演唱会,代言品牌|游戏,虚拟偶像种类:29.0|相关产品的丰富度:34.0|付费价格:25.0|其他:12.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:35:46,2022-02-04 11:39:28,03分42秒,广东省,梅州市,120.239.1.147,Chrome 83.0.4103.106,Android Linux 10
44,E_307_602baf1e1b2425a23619f4cb_yMDNxETM,19-29 岁,女,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),政府/事业单位人员,A-SOUL（嘉然今天吃什么）|柳叶熙,精神寄托|审美需要,花过，200 元以下,每月 201 至 500 元,代言品牌|漫画等周边|线上/线下 演唱会,直播打赏|漫画等周边,虚拟偶像种类:28.0|相关产品的丰富度:36.0|付费价格:18.0|其他:18.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 11:36:56,2022-02-04 11:39:33,02分37秒,黑龙江省,哈尔滨市,117.136.56.41,Chrome 79.0.3945.116,Android Linux 9
45,E_307_61bae5171b2425b1f84dde6c_yMDNxETM,19-29 岁,男,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,有，我需要虚拟偶像。,虚拟偶像产品的质量和丰富度,每月 501 到 1000 元,漫画等周边|游戏,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:37:16,2022-02-04 11:39:46,02分30秒,山东省,济南市,223.104.190.117,Chrome 88.0.4324.93,Android Linux 10
46,E_307_518a6c82ffb53a74b7ecc46b_yMDNxETM,46 岁及以上,男,本科,2000-4999 元,华北地区(包括北京、天津、河北、山西、内蒙古),企业管理人员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,不愿付费（跳转 14 题）,代言品牌,创立阶段，虚拟偶像种类不多，相关的产品也不多,没有,不会，更喜欢追求真人明星,一般，流量明星仍然是占据主流,2022-02-04 11:37:09,2022-02-04 11:39:50,02分41秒,北京市,北京市,123.123.93.31,Opera 83.0.4254.27,Windows 10
47,E_307_60b613ee1b242588e8c01c5e_yMDNxETM,30-45 岁,男,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,洛天依,审美需要,花过，200至 500 元,每月 50 元以下,直播打赏|漫画等周边|游戏,直播打赏|漫画等周边|游戏,虚拟偶像种类:43.0|相关产品的丰富度:10.0|付费价格:33.0|其他:14.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:36:45,2022-02-04 11:39:51,03分06秒,江西省,南昌市,182.97.130.147,Chrome 88.0.4324.93,Android Linux 10
48,E_307_61f49e4833f0c4d2441932b2_yMDNxETM,30-45 岁,男,大专,5000-9999 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通工人,A-SOUL（嘉然今天吃什么）,不会塌房，追星更加稳定|精神寄托|审美需要,花过，501 元到 1000 元,每月 50 到 200 元,代言品牌|漫画等周边|线上/线下 演唱会,代言品牌|漫画等周边|线上/线下 演唱会,虚拟偶像种类:52.0|相关产品的丰富度:45.0|付费价格:3.0|其他:0.0,,,,,,推广意义不大，日常流量明星就已经能够满足需要,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:37:35,2022-02-04 11:40:04,02分29秒,广东省,惠州市,223.73.36.94,Chrome 88.0.4324.93,Android Linux 10
49,E_307_6008da2d1b2425ff4e69acfd_yMDNxETM,30-45 岁,女,本科,15001-20000 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通职员,洛天依|柳叶熙,娱乐消费，能够带来快乐,花过，501 元到 1000 元,每月 501 到 1000 元,直播打赏|漫画等周边|线上/线下 演唱会,直播打赏|代言品牌,虚拟偶像种类:50.0|相关产品的丰富度:38.0|付费价格:12.0|其他:0.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:34:34,2022-02-04 11:40:05,05分31秒,天津市,天津市,117.136.54.141,Unknown Browser,iPhone iOS 15.3
50,E_307_6076c3f833f0c4d15d5bc0fa_yMDNxETM,19-29 岁,男,本科,2000 元以下,华中地区(包括湖北、湖南、河南),学生,洛天依|A-SOUL（嘉然今天吃什么）|aespa,娱乐消费，能够带来快乐,花过，200至 500 元,每月 50 到 200 元,直播打赏|代言品牌|漫画等周边|游戏,直播打赏|漫画等周边,虚拟偶像种类:56.0|相关产品的丰富度:32.0|付费价格:12.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:37:26,2022-02-04 11:40:14,02分48秒,安徽省,亳州市,120.243.54.228,Chrome 96.0.4664.93,Windows 7
51,E_307_61e0a0df1b2425f18770d14f_yMDNxETM,19-29 岁,女,本科,2000 元以下,西南地区（包括重庆、程度、云南、贵州、西藏）,学生,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,亲朋好友的推荐及评价,不愿付费（跳转 14 题）,线上/线下 演唱会,推广意义不大，日常流量明星就已经能够满足需要,有一小部分人,不会，更喜欢追求真人明星,一般，流量明星仍然是占据主流,2022-02-04 11:37:01,2022-02-04 11:40:27,03分26秒,西藏自治区,拉萨市,117.136.18.95,Chrome 83.0.4103.106,Android Linux 11
52,E_307_61e80ab61b2425ff3e96e457_yMDNxETM,19-29 岁,女,本科,2000 元以下,华中地区(包括湖北、湖南、河南),学生,初音未来|洛天依|A-SOUL（嘉然今天吃什么）,娱乐消费，能够带来快乐|不会塌房，追星更加稳定|审美需要,花过，501 元到 1000 元,每月 50 到 200 元,代言品牌|线上/线下 演唱会|游戏,直播打赏|代言品牌|线上/线下 演唱会,虚拟偶像种类:28.0|相关产品的丰富度:26.0|付费价格:26.0|其他:20.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,没有,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:38:01,2022-02-04 11:40:29,02分28秒,江西省,南昌市,115.149.97.15,Chrome 88.0.4324.93,Android Linux 10
53,E_307_60b0544c33f0c4e448dddb7f_yMDNxETM,30-45 岁,女,本科,2000 元以下,华中地区(包括湖北、湖南、河南),无业人员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 元以下,线上/线下 演唱会,不太清楚,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 11:37:59,2022-02-04 11:40:29,02分30秒,河南省,郑州市,115.60.163.78,Chrome 92.0.4515.131,Android Linux 11
54,E_307_61efe6e433f0c4d24313e67d_yMDNxETM,19-29 岁,女,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 元以下,漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,不会，更喜欢追求真人明星,一般，流量明星仍然是占据主流,2022-02-04 11:38:18,2022-02-04 11:40:49,02分31秒,上海市,上海市,183.195.71.162,Chrome 88.0.4324.93,Android Linux 10
55,E_307_61ccd9681b242521508a79da_yMDNxETM,12岁以下,女,初中及以下,2000 元以下,西北地区(包括宁夏、新疆、青海、陕西、甘肃),学生,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,不愿付费（跳转 14 题）,代言品牌|漫画等周边,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:37:40,2022-02-04 11:41:03,03分23秒,黑龙江省,哈尔滨市,42.100.225.2,Chrome 86.0.4240.99,Android Linux 9
56,E_307_607e89f633f0c44a0638f608_yMDNxETM,46 岁及以上,女,大专,2000-4999 元,西南地区（包括重庆、程度、云南、贵州、西藏）,普通工人,洛天依|A-SOUL（嘉然今天吃什么）,娱乐消费，能够带来快乐,花过，200至 500 元,每月 50 到 200 元,直播打赏|代言品牌|漫画等周边|线上/线下 演唱会|游戏,代言品牌|线上/线下 演唱会,虚拟偶像种类:20.0|相关产品的丰富度:31.0|付费价格:46.0|其他:3.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:38:13,2022-02-04 11:41:06,02分53秒,四川省,成都市,118.114.13.85,Chrome 88.0.4324.93,Android Linux 10
57,E_307_606991791b2425057332c6e7_yMDNxETM,19-29 岁,女,本科,5000-9999 元,华南地区(包括广东、广西、海南、澳门、香港),普通职员,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,虚拟偶像的外型设计,每月 50 元以下,漫画等周边,创立阶段，虚拟偶像种类不多，相关的产品也不多,没有,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:38:40,2022-02-04 11:41:11,02分31秒,黑龙江省,哈尔滨市,113.5.7.94,Chrome 87.0.4280.101,Android Linux 10
